Class;Order;Family;Species;Species;;;Female;;;Male;;;Undetermined;;
;;;;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n;Average weight (gr);SD (gr);n
Mammalia;Chiroptera;Phyllostomidae;Artibeus rosenbergi;8;3;2;5;0;1;11;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Carollia brevicauda;16;2;374;16;2;186;16;2;183;17;2;5
Mammalia;Chiroptera;Phyllostomidae;Carollia castanea;12;2;157;12;3;76;12;2;79;11;1;2
Mammalia;Chiroptera;Phyllostomidae;Carollia perspicillata;17;3;484;17;3;228;17;3;250;18;1;6
Mammalia;Chiroptera;Phyllostomidae;Centronycteris centralis;6;1;3;6;1;3;;;;;;
Mammalia;Chiroptera;Phyllostomidae;Centurio senex;17;0;1;17;0;1;;;;;;
Mammalia;Chiroptera;Phyllostomidae;Chiroderma salvini;28;5;22;30;6;12;26;4;10;;;
Mammalia;Chiroptera;Phyllostomidae;Chiroderma trinitatum;12;1;12;12;2;6;11;1;5;13;0;1
Mammalia;Chiroptera;Phyllostomidae;Chiroderma villosum;21;3;23;21;3;20;21;2;3;;;
Mammalia;Chiroptera;Phyllostomidae;Choeroniscus godmani;8;1;6;8;1;4;8;1;2;;;
Mammalia;Chiroptera;Phyllostomidae;Chrotopterus auritus;62;1;3;;;;62;1;3;;;
Mammalia;Chiroptera;Phyllostomidae;Cormura brevirostris;10;0;5;10;0;4;10;0;1;;;
Mammalia;Chiroptera;Molossidae;Cynomops greenhalli;20;0;1;20;0;1;;;;;;
Mammalia;Chiroptera;Molossidae;Cynomops planirostris;12;0;1;;;;12;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Cyttarops alecto;5;0;1;;;;5;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Desmodus rotundus;33;6;92;36;6;47;30;5;43;27;8;2
Mammalia;Chiroptera;Phyllostomidae;Enchisthenes hartii;15;3;35;16;3;14;14;3;18;14;3;3
Mammalia;Chiroptera;Vespertilionidae;Eptesicus andinus;11;2;6;12;2;3;10;3;3;;;
Mammalia;Chiroptera;Vespertilionidae;Eptesicus brasiliensis;9;3;13;9;3;8;10;2;5;;;
Mammalia;Chiroptera;Vespertilionidae;Eptesicus chiriquinus;10;2;24;10;2;13;10;2;11;;;
Mammalia;Chiroptera;Vespertilionidae;Eptesicus furinalis;9;1;5;10;0;2;8;0;3;;;
Mammalia;Chiroptera;Vespertilionidae;Eptesicus fuscus;13;4;11;15;4;5;12;3;6;;;
Mammalia;Chiroptera;Vespertilionidae;Eptesicus miradorensis;15;2;5;15;1;4;12;0;1;;;
Mammalia;Chiroptera;Molossidae;Eumops glaucinus;33;1;3;34;2;2;32;0;1;;;
Mammalia;Chiroptera;Molossidae;Eumops hansae;19;0;1;;;;19;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Gardnerycteris crenulatum;14;1;38;13;1;11;14;2;27;;;
Mammalia;Chiroptera;Phyllostomidae;Gardnerycteris keenani;15;1;11;15;1;8;15;1;3;;;
Mammalia;Chiroptera;Phyllostomidae;Glossophaga commissarisi;10;1;4;10;1;4;;;;;;
Mammalia;Chiroptera;Phyllostomidae;Glossophaga longirostris;12;2;65;12;2;33;12;2;32;;;
Mammalia;Chiroptera;Phyllostomidae;Glossophaga soricina;9;1;225;10;1;101;9;1;124;;;
Mammalia;Chiroptera;Phyllostomidae;Glyphonycteris daviesi;30;6;9;31;3;5;28;8;4;;;
Mammalia;Chiroptera;Vespertilionidae;Histiotus humboldti;9;1;10;9;1;7;8;1;3;;;
Mammalia;Chiroptera;Vespertilionidae;Histiotus montanus;12;2;12;12;2;11;10;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Hsunycteris thomasi;6;2;15;6;1;6;7;2;9;;;
Mammalia;Chiroptera;Phyllostomidae;Lampronycteris brachyotis;12;1;11;12;1;4;11;1;6;13;0;1
Mammalia;Chiroptera;Vespertilionidae;Lasiurus blossevillii;7;1;10;;;;7;1;10;;;
Mammalia;Chiroptera;Vespertilionidae;Lasiurus ega;13;0;1;;;;13;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Leptonycteris curasoae;23;2;5;26;0;1;23;1;4;;;
Mammalia;Chiroptera;Phyllostomidae;Lichonycteris degener;6;0;2;;;;6;0;2;;;
Mammalia;Chiroptera;Phyllostomidae;Lichonycteris obscura;6;0;3;6;0;1;7;1;2;;;
Mammalia;Chiroptera;Phyllostomidae;Lionycteris spurrelli;8;0;3;8;0;1;8;0;2;;;
Mammalia;Chiroptera;Phyllostomidae;Lonchophylla concava;10;1;7;10;1;6;8;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Lonchophylla orienticollina;12;0;1;12;0;1;;;;;;
Mammalia;Chiroptera;Phyllostomidae;Lonchophylla robusta;13;3;47;13;2;31;14;3;16;;;
Mammalia;Chiroptera;Phyllostomidae;Lonchorhina aurita;16;1;16;17;1;10;16;1;6;;;
Mammalia;Chiroptera;Phyllostomidae;Lonchorhina orinocensis;13;2;6;14;2;4;11;1;2;;;
Mammalia;Chiroptera;Phyllostomidae;Lophostoma brasiliense;11;1;13;10;2;3;11;1;9;11;0;1
Mammalia;Chiroptera;Phyllostomidae;Lophostoma carrikeri;25;0;1;;;;25;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Lophostoma occidentalis;35;2;4;35;2;2;36;1;2;;;
Mammalia;Chiroptera;Phyllostomidae;Lophostoma silvicolum;30;7;26;29;7;9;31;7;17;;;
Mammalia;Chiroptera;Phyllostomidae;Macrophyllum macrophyllum;8;2;27;8;2;16;8;2;11;;;
Mammalia;Chiroptera;Phyllostomidae;Mesophylla macconnelli;8;1;31;8;1;11;8;1;20;;;
Mammalia;Chiroptera;Phyllostomidae;Micronycteris hirsuta;12;1;5;12;1;2;12;0;3;;;
Mammalia;Chiroptera;Phyllostomidae;Micronycteris megalotis;6;1;39;6;1;23;7;1;16;;;
Mammalia;Chiroptera;Phyllostomidae;Micronycteris microtis;10;3;2;7;0;1;12;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Micronycteris minuta;7;2;18;7;2;11;6;2;6;7;0;1
Mammalia;Chiroptera;Phyllostomidae;Micronycteris schmidtorum;7;1;2;7;1;2;;;;;;
Mammalia;Chiroptera;Phyllostomidae;Mimon cozumelae;20;0;1;;;;20;0;1;;;
Mammalia;Chiroptera;Molossidae;Molossops temmincki;8;2;3;9;1;2;6;0;1;;;
Mammalia;Chiroptera;Molossidae;Molossus bondae;14;3;26;13;3;12;16;3;14;;;
Mammalia;Chiroptera;Molossidae;Molossus molossus;14;2;202;13;2;96;15;2;100;15;1;6
Mammalia;Chiroptera;Molossidae;Molossus pretiosus;18;4;8;16;4;3;19;4;5;;;
Mammalia;Chiroptera;Molossidae;Molossus sinaloae;29;3;3;29;3;3;;;;;;
Mammalia;Chiroptera;Phyllostomidae;Mormoops megalophylla;14;2;3;12;0;1;16;2;2;;;
Mammalia;Chiroptera;Vespertilionidae;Myotis albescens;6;2;15;6;2;4;6;1;11;;;
Mammalia;Chiroptera;Vespertilionidae;Myotis caucensis;5;2;8;5;1;3;5;2;5;;;
Mammalia;Chiroptera;Vespertilionidae;Myotis keaysi;6;1;39;6;1;15;6;1;23;4;0;1
Mammalia;Chiroptera;Vespertilionidae;Myotis nesopolus;5;1;6;5;1;5;5;0;1;;;
Mammalia;Chiroptera;Vespertilionidae;Myotis nigricans;5;1;79;6;1;25;5;1;53;5;0;1
Mammalia;Chiroptera;Vespertilionidae;Myotis oxyotus;6;1;19;7;1;6;6;1;13;;;
Mammalia;Chiroptera;Vespertilionidae;Myotis riparius;5;1;73;5;1;32;5;1;41;;;
Mammalia;Chiroptera;Vespertilionidae;Myotis simus;31;28;2;;;;31;28;2;;;
Mammalia;Chiroptera;Natalidae;Natalus tumidirostris;7;0;1;7;0;1;;;;;;
Mammalia;Chiroptera;Phyllostomidae;Noctilio albiventris;26;3;64;25;3;35;27;3;28;20;0;1
Mammalia;Chiroptera;Phyllostomidae;Noctilio leporinus;51;15;39;58;13;15;46;15;22;53;3;2
Mammalia;Chiroptera;Molossidae;Nyctinomops laticaudatus;8;1;17;8;1;9;8;1;8;;;
Mammalia;Chiroptera;Phyllostomidae;Peropteryx kappleri;10;2;3;;;;10;2;3;;;
Mammalia;Chiroptera;Phyllostomidae;Peropteryx leucoptera;7;2;5;7;2;4;7;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Peropteryx macrotis;4;1;18;4;1;15;4;0;3;;;
Mammalia;Chiroptera;Phyllostomidae;Peropteryx pallidoptera;5;0;3;5;0;3;;;;;;
Mammalia;Chiroptera;Phyllostomidae;Phylloderma stenops;58;4;11;58;1;2;58;5;9;;;
Mammalia;Chiroptera;Phyllostomidae;Phyllostomus discolor;38;5;76;38;5;43;38;5;33;;;
Mammalia;Chiroptera;Phyllostomidae;Phyllostomus elongatus;34;7;19;35;7;11;34;7;8;;;
Mammalia;Chiroptera;Phyllostomidae;Phyllostomus hastatus;93;19;71;86;16;42;103;17;28;109;0;1
Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus albericoi;54;6;20;54;8;12;53;3;8;;;
Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus angustirostris;13;2;5;12;2;3;14;0;2;;;
Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus brachycephalus;14;1;8;14;0;1;14;1;7;;;
Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus chocoensis;32;2;26;31;2;7;32;2;19;;;
Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus dorsalis;29;4;83;30;4;34;29;3;49;;;
Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus helleri;14;2;152;14;2;69;13;2;83;;;
Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus ismaeli;31;8;11;33;5;5;30;9;6;;;
Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus nigellus;26;0;1;26;0;1;;;;;;
Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus nitelinea;43;5;40;44;5;25;42;4;15;;;
Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus umbratus;24;0;3;23;0;1;24;0;2;;;
Mammalia;Chiroptera;Phyllostomidae;Platyrrhinus vittatus;51;10;4;57;0;1;49;11;3;;;
Mammalia;Chiroptera;Molossidae;Promops centralis;27;0;1;27;0;1;;;;;;
Mammalia;Chiroptera;Phyllostomidae;Pteronotus gymnonotus;13;0;1;;;;13;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Pteronotus parnellii;18;2;7;18;3;4;19;1;3;;;
Mammalia;Chiroptera;Phyllostomidae;Rhinophylla fischerae;9;1;3;9;0;1;9;1;2;;;
Mammalia;Chiroptera;Phyllostomidae;Rhinophylla pumilio;10;1;24;11;1;13;10;1;8;10;2;3
Mammalia;Chiroptera;Vespertilionidae;Rhogeessa io;4;1;23;4;1;12;4;1;10;4;0;1
Mammalia;Chiroptera;Vespertilionidae;Rhogeessa minutilla;4;1;9;5;1;6;4;1;3;;;
Mammalia;Chiroptera;Phyllostomidae;Rhynchonycteris naso;4;1;29;4;1;15;4;1;14;;;
Mammalia;Chiroptera;Phyllostomidae;Saccopteryx antioquensis;5;0;1;5;0;1;;;;;;
Mammalia;Chiroptera;Phyllostomidae;Saccopteryx bilineata;7;1;37;7;1;22;7;1;15;;;
Mammalia;Chiroptera;Phyllostomidae;Saccopteryx canescens;4;0;5;4;0;2;4;0;3;;;
Mammalia;Chiroptera;Phyllostomidae;Saccopteryx leptura;4;1;23;5;1;12;4;1;10;4;0;1
Mammalia;Chiroptera;Phyllostomidae;Sphaeronycteris toxophyllum;14;2;6;15;3;3;13;0;3;;;
Mammalia;Chiroptera;Phyllostomidae;Sturnira aratathomasi;39;14;15;40;13;9;38;15;6;;;
Mammalia;Chiroptera;Phyllostomidae;Sturnira bakeri;17;2;18;16;2;9;18;2;9;;;
Mammalia;Chiroptera;Phyllostomidae;Sturnira bidens;18;2;12;16;2;2;19;2;10;;;
Mammalia;Chiroptera;Phyllostomidae;Sturnira bogotensis;23;5;15;25;5;8;20;3;7;;;
Mammalia;Chiroptera;Phyllostomidae;Sturnira erythromos;17;3;181;17;3;79;17;3;102;;;
Mammalia;Chiroptera;Phyllostomidae;Sturnira koopmanhilli;33;6;4;24;0;1;36;3;3;;;
Mammalia;Chiroptera;Phyllostomidae;Sturnira ludovici;25;6;160;23;5;83;26;6;77;;;
Mammalia;Chiroptera;Phyllostomidae;Sturnira parvidens;18;3;243;17;3;137;19;3;104;15;0;2
Mammalia;Chiroptera;Phyllostomidae;Sturnira tildae;24;0;1;24;0;1;;;;;;
Mammalia;Chiroptera;Molossidae;Tadarida brasiliensis;10;1;5;9;0;1;10;0;4;;;
Mammalia;Chiroptera;Thyropteridae;Thyroptera tricolor;5;1;5;5;1;3;5;0;2;;;
Mammalia;Chiroptera;Phyllostomidae;Tonatia saurophila;25;4;27;27;5;10;25;4;17;;;
Mammalia;Chiroptera;Phyllostomidae;Trachops cirrhosus;31;4;27;31;4;14;31;4;13;;;
Mammalia;Chiroptera;Phyllostomidae;Trinycteris nicefori;9;1;13;9;2;9;8;1;3;9;0;1
Mammalia;Chiroptera;Phyllostomidae;Uroderma bilobatum;15;2;202;16;2;80;15;1;120;14;2;2
Mammalia;Chiroptera;Phyllostomidae;Uroderma convexum;14;2;79;15;2;32;14;2;47;;;
Mammalia;Chiroptera;Phyllostomidae;Uroderma magnirostrum;14;2;11;14;3;5;14;2;6;;;
Mammalia;Chiroptera;Phyllostomidae;Vampyressa melissa;10;0;1;10;0;1;;;;;;
Mammalia;Chiroptera;Phyllostomidae;Vampyressa sinchi;16;0;1;;;;16;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Vampyressa thyone;8;2;101;9;2;33;8;1;67;9;0;1
Mammalia;Chiroptera;Phyllostomidae;Vampyriscus bidens;12;0;3;12;0;1;12;0;1;12;0;1
Mammalia;Chiroptera;Phyllostomidae;Vampyriscus nymphaea;12;0;3;12;0;2;11;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Vampyrodes caraccioli;35;2;16;35;2;6;34;3;10;;;
Mammalia;Chiroptera;Phyllostomidae;Vampyrodes major;52;19;2;71;0;1;33;0;1;;;
Mammalia;Chiroptera;Phyllostomidae;Vampyrum spectrum;162;6;5;162;6;5;;;;;;
Mammalia;Cingulata;Dasypodidae;Dasypus novemcinctus;4730;0;1;;;;;;;4730;0;1
Mammalia;Didelphimorphia;Didelphidae;Caluromys lanatus;883;0;1;;;;883;0;1;;;
Mammalia;Didelphimorphia;Didelphidae;Chironectes minimus;715;0;1;715;0;1;;;;;;
Mammalia;Didelphimorphia;Didelphidae;Didelphis marsupialis;232;143;9;217;83;3;228;177;5;300;0;1
Mammalia;Didelphimorphia;Didelphidae;Didelphis pernigra;505;395;2;110;0;1;900;0;1;;;
Mammalia;Didelphimorphia;Didelphidae;Marmosa isthmica;68;34;39;61;26;16;73;38;23;;;
Mammalia;Didelphimorphia;Didelphidae;Marmosa robinsoni;38;17;39;37;15;19;40;19;20;;;
Mammalia;Didelphimorphia;Didelphidae;Marmosa xerophila;37;8;4;26;0;1;40;6;3;;;
Mammalia;Didelphimorphia;Didelphidae;Marmosops caucae;23;9;24;21;5;10;24;11;14;;;
Mammalia;Didelphimorphia;Didelphidae;Marmosops chucha;23;3;3;18;0;1;26;1;2;;;
Mammalia;Didelphimorphia;Didelphidae;Marmosops handleyi;23;7;8;24;6;5;21;8;3;;;
Mammalia;Didelphimorphia;Didelphidae;Marmosops parvidens;15;7;2;8;0;1;22;0;1;;;
Mammalia;Didelphimorphia;Didelphidae;Metachirus nudicaudatus;300;132;21;267;106;11;336;149;10;;;
Mammalia;Didelphimorphia;Didelphidae;Micoureus demerarae;62;47;12;49;34;5;71;52;7;;;
Mammalia;Didelphimorphia;Didelphidae;Micoureus phaeus;45;0;1;45;0;1;;;;;;
Mammalia;Didelphimorphia;Didelphidae;Micoureus regina;137;37;2;100;0;1;174;0;1;;;
Mammalia;Didelphimorphia;Didelphidae;Monodelphis adusta;22;9;11;19;10;4;24;7;7;;;
Mammalia;Didelphimorphia;Didelphidae;Monodelphis melanops;18;8;6;;;;18;8;6;;;
Mammalia;Didelphimorphia;Didelphidae;Philander melanurus;288;182;2;288;182;2;;;;;;
Mammalia;Didelphimorphia;Didelphidae;Philander opossum;405;0;1;405;0;1;;;;;;
Mammalia;Eulipotyphla;Soricidae;Cryptotis colombianus;9;1;4;9;2;3;9;0;1;;;
Mammalia;Eulipotyphla;Soricidae;Cryptotis medellinius;7;1;2;;;;7;1;2;;;
Mammalia;Eulipotyphla;Soricidae;Cryptotis tamensis;12;1;14;11;1;3;12;1;11;;;
Mammalia;Eulipotyphla;Soricidae;Cryptotis thomasi;10;1;5;10;1;3;9;1;2;;;
Mammalia;Lagomorpha;Leporidae;Sylvilagus floridanus;1550;0;1;1550;0;1;;;;;;
Mammalia;Paucituberculata;Caenolestidae;Caenolestes convelatus;34;7;8;30;0;1;34;7;7;;;
Mammalia;Paucituberculata;Caenolestidae;Caenolestes fuliginosus;27;10;20;27;10;5;27;10;15;;;
Mammalia;Pilosa;Cyclopedidae;Cyclopes didactylus;100;0;1;100;0;1;;;;;;
Mammalia;Primates;Aotidae;Aotus lemurinus;855;23;2;;;;855;23;2;;;
Mammalia;Primates;Callitrichidae;Saguinus leucopus;130;0;1;130;0;1;;;;;;
Mammalia;Rodentia;Cricetidae;Akodon affinis;19;5;33;21;5;14;18;5;19;;;
Mammalia;Rodentia;Cricetidae;Anotomys leander;9;0;1;;;;9;0;1;;;
Mammalia;Rodentia;Caviidae;Cavia porcellus;535;120;4;535;120;4;;;;;;
Mammalia;Rodentia;Cricetidae;Chilomys instans;18;3;10;16;0;3;19;3;7;;;
Mammalia;Rodentia;Erethizontidae;Coendou prehensilis;2500;0;1;2500;0;1;;;;;;
Mammalia;Rodentia;Erethizontidae;Coendou quichua;850;0;1;;;;;;;850;0;1
Mammalia;Rodentia;Erethizontidae;Coendou rufescens;867;579;3;550;450;2;;;;1500;0;1
Mammalia;Rodentia;Cuniculidae;Cuniculus paca;6119;2849;35;5401;2708;18;6467;2789;14;8800;1883;3
Mammalia;Rodentia;Cuniculidae;Cuniculus taczanowskii;2909;1716;4;;;;2909;1716;4;;;
Mammalia;Rodentia;Echimyidae;Dactylomys dactylinus;626;98;3;700;0;1;589;102;2;;;
Mammalia;Rodentia;Dasyproctidae;Dasyprocta fuliginosa;3048;1644;9;3710;1494;5;1993;1208;2;2450;1600;2
Mammalia;Rodentia;Dasyproctidae;Dasyprocta punctata;1967;553;6;1667;624;3;2267;205;3;;;
Mammalia;Rodentia;Dinomyidae;Dinomys branickii;5022;3741;5;5300;4100;2;7000;2000;2;509;0;1
Mammalia;Rodentia;Echimyidae;Diplomys caniceps;429;0;1;429;0;1;;;;;;
Mammalia;Rodentia;Echimyidae;Diplomys labilis;280;0;1;;;;280;0;1;;;
Mammalia;Rodentia;Cricetidae;Handleyomys alfaroi;32;8;40;32;9;12;32;8;28;;;
Mammalia;Rodentia;Cricetidae;Handleyomys fuscatus;22;4;50;24;4;19;21;4;31;;;
Mammalia;Rodentia;Cricetidae;Handleyomys intectus;24;6;52;22;5;22;26;5;30;;;
Mammalia;Rodentia;Heteromyidae;Heteromys anomalus;71;21;8;75;5;3;68;26;5;;;
Mammalia;Rodentia;Heteromyidae;Heteromys australis;50;15;31;46;12;16;55;15;15;;;
Mammalia;Rodentia;Heteromyidae;Heteromys desmarestianus;47;4;7;45;4;4;47;0;1;50;1;2
Mammalia;Rodentia;Cricetidae;Holochilus sciureus;101;48;3;167;0;1;68;14;2;;;
Mammalia;Rodentia;Echimyidae;Hoplomys gymnurus;269;82;8;323;88;2;251;72;6;;;
Mammalia;Rodentia;Caviidae;Hydrochoerus hydrochaeris;4263;1262;6;4315;1377;5;4000;0;1;;;
Mammalia;Rodentia;Caviidae;Hydrochoerus isthmius;7175;1675;2;7175;1675;2;;;;;;
Mammalia;Rodentia;Cricetidae;Ichthyomys hydrobates;22;0;1;22;0;1;;;;;;
Mammalia;Rodentia;Cricetidae;Isthmomys pirrensis;98;3;3;96;2;2;102;0;1;;;
Mammalia;Rodentia;Echimyidae;Makalata macrura;581;0;1;;;;581;0;1;;;
Mammalia;Rodentia;Cricetidae;Melanomys caliginosus;43;13;208;41;13;69;44;13;133;47;13;6
Mammalia;Rodentia;Echimyidae;Mesomys hispidus;176;62;9;150;62;5;207;46;4;;;
Mammalia;Rodentia;Cricetidae;Microryzomys altissimus;12;2;7;13;0;2;11;2;5;;;
Mammalia;Rodentia;Cricetidae;Microryzomys minutus;13;5;16;12;6;5;14;4;11;;;
Mammalia;Rodentia;Sciuridae;Microsciurus otinus;25;0;1;;;;25;0;1;;;
Mammalia;Rodentia;Cricetidae;Neacomys spinosus;26;5;6;22;3;3;30;3;3;;;
Mammalia;Rodentia;Cricetidae;Neacomys tenuipes;15;3;68;17;2;13;15;3;54;10;0;1
Mammalia;Rodentia;Cricetidae;Nectomys grandis;192;139;8;203;120;5;174;164;3;;;
Mammalia;Rodentia;Cricetidae;Nectomys rattus;230;42;5;205;13;2;247;46;3;;;
Mammalia;Rodentia;Cricetidae;Neomicroxus bogotensis;20;8;4;19;8;2;14;0;1;30;0;1
Mammalia;Rodentia;Cricetidae;Nephelomys childi;69;16;25;62;11;10;74;16;15;;;
Mammalia;Rodentia;Cricetidae;Nephelomys maculiventer;59;1;3;59;1;2;61;0;1;;;
Mammalia;Rodentia;Cricetidae;Nephelomys meridensis;66;13;17;63;14;10;71;11;7;;;
Mammalia;Rodentia;Cricetidae;Nephelomys pectoralis;64;21;152;63;19;64;65;22;88;;;
Mammalia;Rodentia;Cricetidae;Neusticomys monticolus;27;8;10;19;7;3;30;6;7;;;
Mammalia;Rodentia;Sciuridae;Notosciurus granatensis;327;107;38;327;131;14;328;85;22;320;127;2
Mammalia;Rodentia;Sciuridae;Notosciurus pucheranii;236;120;2;236;120;2;;;;;;
Mammalia;Rodentia;Cricetidae;Oecomys bicolor;44;11;2;44;11;2;;;;;;
Mammalia;Rodentia;Cricetidae;Oecomys concolor;60;3;2;57;0;1;63;0;1;;;
Mammalia;Rodentia;Cricetidae;Oecomys roberti;49;7;3;44;1;2;58;0;1;;;
Mammalia;Rodentia;Echimyidae;Olallamys albicaudus;215;0;1;215;0;1;;;;;;
Mammalia;Rodentia;Cricetidae;Oligoryzomys griseolus;16;4;4;;;;16;4;4;;;
Mammalia;Rodentia;Geomyidae;Orthogeomys dariensis;441;30;2;470;0;1;411;0;1;;;
Mammalia;Rodentia;Echimyidae;Proechimys canicollis;36;0;1;;;;36;0;1;;;
Mammalia;Rodentia;Echimyidae;Proechimys chrysaeolus;225;121;32;194;96;13;246;131;19;;;
Mammalia;Rodentia;Echimyidae;Proechimys mincae;230;0;1;230;0;1;;;;;;
Mammalia;Rodentia;Echimyidae;Proechimys oconnelli;179;110;8;210;108;6;85;40;2;;;
Mammalia;Rodentia;Echimyidae;Proechimys semispinosus;240;127;48;212;114;27;275;133;21;;;
Mammalia;Rodentia;Echimyidae;Proechimys simonsi;125;0;1;;;;125;0;1;;;
Mammalia;Rodentia;Cricetidae;Reithrodontomys mexicanus;11;2;19;10;1;11;12;2;8;;;
Mammalia;Rodentia;Cricetidae;Rhipidomys caucensis;67;4;2;;;;70;0;1;63;0;1
Mammalia;Rodentia;Cricetidae;Rhipidomys fulviventer;45;13;64;32;8;12;48;12;52;;;
Mammalia;Rodentia;Cricetidae;Rhipidomys latimanus;49;14;34;54;13;16;45;13;18;;;
Mammalia;Rodentia;Cricetidae;Sigmodon alstoni;107;0;1;107;0;1;;;;;;
Mammalia;Rodentia;Cricetidae;Sigmodon hirsutus;43;8;5;41;0;1;44;9;4;;;
Mammalia;Rodentia;Cricetidae;Thomasomys aureus;81;8;3;81;8;3;;;;;;
Mammalia;Rodentia;Cricetidae;Thomasomys baeops;29;9;4;27;4;2;32;11;2;;;
Mammalia;Rodentia;Cricetidae;Thomasomys cinereiventer;46;11;18;45;9;10;48;13;8;;;
Mammalia;Rodentia;Cricetidae;Thomasomys cinnameus;16;3;7;15;2;3;17;3;4;;;
Mammalia;Rodentia;Cricetidae;Thomasomys contradictus;39;8;55;37;8;22;40;8;33;;;
Mammalia;Rodentia;Cricetidae;Thomasomys laniger;28;1;3;;;;27;0;1;29;1;2
Mammalia;Rodentia;Cricetidae;Thomasomys monochromos;32;5;5;;;;32;5;5;;;
Mammalia;Rodentia;Cricetidae;Thomasomys nicefori;74;17;27;72;15;14;76;19;13;;;
Mammalia;Rodentia;Cricetidae;Thomasomys niveipes;36;9;75;39;10;25;35;8;48;25;4;2
Mammalia;Rodentia;Cricetidae;Thomasomys popayanus;92;8;2;92;8;2;;;;;;
Mammalia;Rodentia;Cricetidae;Transandinomys bolivaris;51;18;20;51;8;7;52;22;12;42;0;1
Mammalia;Rodentia;Cricetidae;Transandinomys talamancae;44;8;8;45;10;3;44;6;5;;;
Mammalia;Rodentia;Cricetidae;Tylomys mirae;141;78;14;194;83;6;101;43;8;;;
Mammalia;Rodentia;Cricetidae;Zygodontomys brevicauda;50;21;53;40;18;22;57;20;31;;;
Mammalia;Rodentia;Cricetidae;Zygodontomys brunneus;53;18;40;51;19;11;53;18;27;50;0;2
